,1,2,3,4,5,6
27.02.2015,11001,11001,11001,11001,11001,11001
26.02.2015,21010,11001,21002,11001,11001,21002
25.02.2015,21002,11001,11001,11001,11001,11001
24.02.2015,22001,12002,12002,12002,12002,12002
23.02.2015,11015,11015,11015,11015,11015,11015
22.02.2015,11001,11001,11001,11001,11001,11001
21.02.2015,11001,11001,11001,11001,11001,11001
20.02.2015,11015,11015,11001,11001,11001,11001
19.02.2015,11015,11015,11015,11015,11015,11015
18.02.2015,11015,11015,11015,11015,11001,11015
17.02.2015,11015,11015,11015,11015,11015,11015
16.02.2015,21010,11015,21002,11001,11001,21002
15.02.2015,21010,21010,21002,11001,11001,21002
14.02.2015,21010,21010,21010,11015,11015,21010
13.02.2015,21010,21010,21010,11015,11015,21010
12.02.2015,21010,21010,21010,21010,21010,21010
11.02.2015,22015,21010,21010,21010,21010,21010
10.02.2015,32002,22001,32002,22001,22001,32002
09.02.2015,32002,22001,32002,22001,22001,32002
08.02.2015,22104,22104,22104,22104,22104,22104
07.02.2015,22001,22001,22001,22001,22001,22001
06.02.2015,32002,32002,32002,32002,32002,32002
06.02.2015,32002,32002,32002,32002,32002,32002
05.02.2015,32002,32002,32002,32002,32002,32002
04.02.2015,32002,32002,32002,32002,32002,32002
03.02.2015,43002,32002,32002,32002,32002,32002
02.02.2015,32002,32002,32002,32002,32002,32002
01.02.2015,32002,32002,32002,32002,32002,32002
31.01.2015,32002,32002,32002,32002,32002,32002
30.01.2015,32002,32002,32002,32002,32002,32002
29.01.2015,33001,33001,32002,32002,32002,32002
28.01.2015,43002,43002,43002,33001,32002,32002
27.01.2015,32002,32002,32002,32002,32002,32002
26.01.2015,21010,21010,21010,21010,21010,21010
25.01.2015,11104,11104,11104,11104,11104,11104
24.01.2015,11001,11001,11001,11001,11001,11001
23.01.2015,11001,11001,11001,11001,11001,11001
22.01.2015,11001,11001,11001,11001,11001,11001
21.01.2015,21002,11001,21002,11001,11001,21002
20.01.2015,21002,21002,21002,11001,11001,21002
19.01.2015,21002,21002,21002,11001,11001,21002
18.01.2015,21010,11113,21010,11113,11001,21002
17.01.2015,21010,11113,21010,11113,11113,21010
16.01.2015,21002,11001,21002,11001,11001,21002
15.01.2015,21002,21002,21002,21002,21002,21002
14.01.2015,21002,21002,21002,21002,21002,21002
13.01.2015,21002,21002,21002,21002,21002,21002
12.01.2015,21002,21002,21002,21002,21002,21002
11.01.2015,22001,22001,22001,22001,22001,22001
10.01.2015,22001,22001,22001,22001,22001,22001
09.01.2015,21010,21010,21010,21010,21010,21010
08.01.2015,21002,21002,21002,21002,21002,21002
07.01.2015,21002,21002,21002,21002,21002,21002
06.01.2015,21010,21010,21010,21010,21010,31010
05.01.2015,31002,31002,31002,31002,32002,32002
04.01.2015,32002,32002,32002,32002,32002,32002
03.01.2015,32010,32010,32010,32010,32010,32010
02.01.2015,32002,32002,32002,32002,32002,32002
01.01.2015,33001,32010,32010,32010,32010,32010
31.12.2014,44001,33001,33001,33001,33001,33001
30.12.2014,32002,32002,32002,32002,32002,32002
29.12.2014,31002,21002,31002,21002,21002,31002
28.12.2014,21002,11001,21002,11001,11001,11001
27.12.2014,31002,11001,31002,11001,11001,11001
26.04.2014,22001,22001,22001,22001,22001,22001
25.04.2014,11113,11113,11113,11113,11113,11113
24.04.2014,11113,11113,11113,11113,11113,11113
23.04.2014,11113,11113,11113,11113,11113,11113
22.04.2014,11113,11113,11113,11113,11113,11113
21.04.2014,11113,11113,11113,11113,11113,11113
20.04.2014,22001,22001,22001,22001,22001,22001
19.04.2014,22001,22001,22001,22001,22001,22001
18.04.2014,21002,11001,21002,11001,11001,21002
17.04.2014,22001,22001,22001,22001,22001,22001
16.04.2014,22001,22001,32002,22001,22001,32002
15.04.2014,31002,31002,31002,31002,31002,31002
14.04.2014,21002,11001,21002,11001,11001,21002
13.04.2014,22001,22001,22001,22001,22001,22001
12.04.2014,12002,12002,22001,12002,12002,22001
11.04.2014,11015,11015,11015,11015,11015,11015
10.04.2014,12002,11015,11015,11015,11015,11015
09.04.2014,12002,12002,12002,12002,12002,12002
08.04.2014,12010,12002,12002,12002,12002,12010
07.04.2014,12002,12002,12002,12002,12002,12002
06.04.2014,12002,12002,12002,12002,12002,12002
05.04.2014,12002,12002,12002,12002,12002,12002
04.04.2014,13002,12002,12002,12002,12002,12002
03.04.2014,30002,20002,20002,20002,20002,20002
02.04.2014,11015,11015,11015,11015,11015,11015
01.04.2014,11015,11015,11015,11015,11015,11015
31.03.2014,11015,11015,11015,11015,11015,11015
30.03.2014,11015,11015,11015,11015,11015,11015
29.03.2014,11015,11015,11015,11015,11015,21010
28.03.2014,11015,11015,11015,11015,11015,21010
27.03.2014,12002,11015,11015,11015,11015,21010
26.03.2014,22015,22001,22001,22001,22001,22001
25.03.2014,43002,32002,32002,32002,32002,32002
25.03.2014,43002,32002,32002,32002,32002,32002
24.03.2014,43002,43002,43002,33001,33001,33001
23.03.2014,21002,21002,21002,21002,21002,21002
22.03.2014,11015,11015,11015,11015,11015,11015
21.03.2014,11015,11015,11015,11015,11015,11015
20.03.2014,11015,11015,11015,11015,11015,11015
19.03.2014,11015,11015,11015,11015,11015,11015
18.03.2014,11015,11015,11015,11015,11015,11015
17.03.2014,11015,11015,11015,11015,11015,11015
16.03.2014,22001,22001,22001,22001,22001,22001
15.03.2014,22001,11001,11001,11001,11001,11001
14.03.2014,11015,11015,11015,11015,11015,11015
13.03.2014,11015,11015,11015,11015,11015,11015
12.03.2014,11015,11015,21010,11015,11015,11015
11.03.2014,11015,11015,11015,11015,11015,11015
10.03.2014,11015,11015,11015,11015,11015,11015
09.03.2014,11015,11015,11015,11015,11015,11015
08.03.2014,11015,11015,11015,11015,11015,11015
07.03.2014,11001,11001,21002,11001,11001,11001
06.03.2014,11001,11001,21002,11001,11001,21002
05.03.2014,11001,11001,11001,11001,11001,11001
04.03.2014,11001,11001,11001,11001,11001,11001
03.03.2014,11001,11001,11001,11001,11001,11001
02.03.2014,11001,11001,11001,11001,11001,11001
01.03.2014,11001,11001,11001,11001,11001,11001
28.02.2014,11001,11001,11001,11001,11001,11001
27.02.2014,11001,11001,11001,11001,11001,11001
26.02.2014,11113,11113,11113,11113,11113,11113
25.02.2014,21010,21010,21010,21010,21010,21010
24.02.2014,21010,21010,21010,21010,21010,21010
23.02.2014,21002,21002,21002,21002,21002,21002
22.02.2014,21010,21010,21002,21002,21002,21002
21.02.2014,22001,22001,21002,21002,21002,21002
20.02.2014,21002,21002,21002,21002,21002,21002
19.02.2014,21002,21002,21002,21002,21002,21002
18.02.2014,21002,21002,21002,21002,21002,21002
17.02.2014,21002,21002,21002,21002,21002,21002
16.02.2014,21002,21002,21002,21002,21002,21002
15.02.2014,22001,22001,22001,22001,22001,22001
14.02.2014,31002,21002,21002,21002,21002,21002
13.02.2014,21002,21002,21002,21002,21002,21002
12.02.2014,21002,21002,21002,21002,21002,31002
11.02.2014,21002,21002,31002,21002,31002,31002
10.02.2014,21002,21002,21002,21002,21002,31002
09.02.2014,21002,21002,21002,21002,21002,21002
08.02.2014,22001,22001,22001,22001,22001,22001
07.02.2014,22001,22001,22001,22001,22001,32002
06.02.2014,22001,21002,21002,21002,21002,21002
05.02.2014,22001,22001,22001,22001,22001,22001
04.02.2014,22001,22001,32002,22001,22001,32002
03.02.2014,21002,21002,21002,21002,21002,21002
02.02.2014,21002,21002,31002,21002,21002,21002
01.02.2014,22001,22001,32002,22001,22001,32002
31.01.2014,22001,22001,22001,22001,22001,22001
30.01.2014,32002,32002,32002,32002,22001,32002
29.01.2014,32002,22001,32002,32002,22001,32002
28.01.2014,32002,32002,32002,32002,32002,32002
27.01.2014,32002,32002,32002,32002,32002,32002
26.01.2014,32002,32002,32002,32002,32002,32002
25.01.2014,31002,31002,31002,31002,31002,31002
24.01.2014,21002,21002,21002,21002,21002,21002
23.01.2014,21002,21002,21002,21002,21002,21002
22.01.2014,21002,21002,21002,21002,21002,21002
21.01.2014,22001,22001,22001,22001,22001,22001
20.01.2014,22001,22001,22001,22001,22001,22001
19.01.2014,32002,32002,32002,22001,22001,22001
18.01.2014,21010,21010,21010,11113,11113,21010
17.01.2014,21002,21002,21002,21002,21002,21002
16.01.2014,21010,21010,21002,21002,21002,21002
15.01.2014,21002,21002,21002,21002,21002,11001
14.01.2014,11001,11001,11001,11001,11001,11001
13.01.2014,11001,11001,11001,11001,11001,11001
12.01.2014,22001,11001,11001,11001,11001,11001
11.01.2014,21002,11001,21002,11001,11001,11001
10.01.2014,11001,11001,11001,11001,11001,11001
09.01.2014,11015,11015,11015,11015,11015,11015
08.01.2014,21002,11001,21002,11001,11001,21002
07.01.2014,21002,11001,21002,11001,11001,21002
06.01.2014,32002,21002,21002,11001,11001,21002
05.01.2014,22001,21002,21002,11001,11001,11001
04.01.2014,21002,21002,21002,11001,11001,21002
03.01.2014,21002,21002,21002,11001,11001,21002
02.01.2014,21002,11104,11104,11001,11001,11001
01.01.2014,21002,11001,11001,11001,11001,11001
31.12.2013,21002,11001,21002,11001,11001,11001
30.12.2013,21002,11001,21002,11001,11001,11001
29.12.2013,21002,11001,21002,11001,11001,21002
28.12.2013,21002,11001,21002,11001,11001,21002
27.12.2013,21002,21002,21002,21002,21002,21002
26.12.2013,21002,21002,21002,21002,21002,21002
25.12.2013,21002,21002,21002,21002,21002,21002
24.12.2013,11001,11001,11001,11001,11001,11001
23.12.2013,11001,11001,11001,11001,11001,11001
22.12.2013,11001,11001,11001,11001,11001,11001
21.12.2013,11001,11001,11001,11001,11001,11001
20.12.2013,21002,21002,21002,11001,11001,21002
19.12.2013,21002,21002,21002,11001,11001,21002
18.12.2013,11001,11001,11001,11001,11001,11001
17.12.2013,11015,11015,11015,11015,11015,11015
16.12.2013,11015,11015,11015,11015,11015,11015
15.12.2013,21002,11001,21002,11001,11001,21002
14.12.2013,21002,11001,21002,11001,11001,21002
13.12.2013,21002,11001,21002,11001,11001,21002
12.12.2013,21002,21002,21002,21002,21002,21002
11.12.2013,21002,21002,21002,21002,21002,21002
10.12.2013,21002,21002,31002,21002,21002,31002
09.12.2013,31002,21002,31002,21002,21002,31002
08.12.2013,31002,31002,31002,31002,31002,31002
07.12.2013,32002,32002,32002,32002,32002,32002
06.12.2013,21100,21100,21100,21100,21100,31002
05.12.2013,11001,11001,11001,11001,11001,31002
01.05.2013,22001,22001,22001,22001,22001,22001
30.04.2013,22001,22001,22001,22001,22001,22001
29.04.2013,22001,22001,22001,22001,22001,22001
28.04.2013,22001,22001,22001,22001,22001,22001
27.04.2013,22001,22001,22001,22001,22001,22001
26.04.2013,22001,22001,22001,22001,22001,22001
25.04.2013,22001,22001,22001,22001,22001,22001
24.04.2013,33001,33001,33001,33001,33001,33001
23.04.2013,22001,22001,22001,22001,22001,22001
22.04.2013,22001,22001,22001,22001,22001,22001
21.04.2013,22001,22001,22001,22001,22001,22001
20.04.2013,33001,33001,33001,33001,33001,33001
19.04.2013,23100,23100,23100,23100,23100,23100
18.04.2013,22113,22113,22113,22113,22113,22113
17.04.2013,33001,33001,33001,33001,33001,33001
16.04.2013,33001,33001,33001,33001,33001,33001
15.04.2013,33001,33001,33001,33001,33001,33001
14.04.2013,23002,23002,23002,23002,23002,23002
13.04.2013,22001,22001,22001,22001,22001,22001
12.04.2013,22001,22001,22001,22001,22001,22001
11.04.2013,22104,22104,22001,22001,22001,22001
10.04.2013,11015,11015,11015,11015,11015,11015
09.04.2013,11015,11015,11015,11015,11015,11015
08.04.2013,11015,11015,11001,11001,11001,11001
07.04.2013,11001,11001,11001,11001,11001,11001
06.04.2013,12002,11015,11015,11015,11015,11015
05.04.2013,12002,12002,12002,12002,12002,12002
04.04.2013,21010,21010,21010,21010,21010,21010
03.04.2013,21002,21002,21002,21002,21002,31002
02.04.2013,22001,22001,32002,32002,32002,32002
01.04.2013,21002,21002,21002,21002,21002,31002
31.03.2013,21002,21002,21002,21002,21002,31002
30.03.2013,21002,21002,21002,21002,21002,21002
29.03.2013,21002,21002,21002,21002,21002,21002
28.03.2013,21002,21002,21002,21002,21002,21002
27.03.2013,11001,11001,11001,11001,11001,11001
26.03.2013,11001,11001,11001,11001,11001,11001
25.03.2013,11001,11001,11001,11001,11001,11001
24.03.2013,21002,21002,21002,21002,21002,21002
23.03.2013,22001,22001,22001,22001,22001,22001
22.03.2013,22001,22001,22001,22001,22001,22001
21.03.2013,31002,31002,31002,31002,31002,31002
20.03.2013,31002,31002,31002,31002,31002,31002
19.03.2013,32002,32002,32002,32002,32002,32002
18.03.2013,32002,32002,32002,32002,32002,32002
17.03.2013,32002,32002,32002,22001,22001,32002
16.03.2013,22001,22001,32002,32002,32002,32002
15.03.2013,22001,22001,22001,22001,32002,32002
14.03.2013,11001,11001,11001,11001,11001,11001
13.03.2013,12002,12002,12002,12002,12002,12002
12.03.2013,12002,12002,22001,12002,12002,22001
11.03.2013,12002,12002,12002,12002,12002,12002
10.03.2013,12002,12002,12002,12002,12002,12002
09.03.2013,12002,12002,12002,12002,12002,22001
08.03.2013,22001,22001,22001,22001,22001,22001
07.03.2013,22001,22001,22001,22001,22001,22001
06.03.2013,22001,22001,22001,22001,22001,22001
05.03.2013,11015,11015,11015,11015,11015,11015
04.03.2013,11015,11015,11015,11015,11015,11015
03.03.2013,11015,11015,11015,11015,11015,11015
02.03.2013,11015,11015,11015,11015,11015,11015
01.03.2013,11015,11015,11015,11015,11015,21010
28.02.2013,11015,11015,11015,11015,11015,21010
27.02.2013,11015,11001,11001,11001,11001,21002
26.02.2013,21002,21002,21002,11001,11001,21002
25.02.2013,21002,21002,21002,11001,11001,21002
24.02.2013,21002,21002,31002,21002,21002,31002
23.02.2013,21002,21002,21002,21002,31002,31002
22.02.2013,21002,21002,21002,21002,31002,31002
21.02.2013,22001,22001,32002,32002,32002,32002
20.02.2013,22001,22001,32002,33001,33001,33001
19.02.2013,22001,21002,21100,21100,21100,21100
18.02.2013,22001,21002,21002,11001,11001,21002
17.02.2013,22001,21002,21002,21002,21002,21002
16.02.2013,22001,21002,21002,21002,21002,21002
15.02.2013,22001,21002,21002,21002,21002,21002
14.02.2013,22001,21010,21010,21010,21010,21010
13.02.2013,22001,22001,22001,22001,22001,22001
12.02.2013,32002,22001,32002,22001,22001,32002
11.02.2013,32002,32002,32002,32002,32002,32002
10.02.2013,43002,32002,32002,32002,32002,32002
09.02.2013,43002,33001,33001,33001,33001,33001
08.02.2013,43002,33001,33001,33001,33001,33001
07.02.2013,32002,32002,32002,32002,32002,32002
06.02.2013,33001,32002,32002,32002,32002,32002
05.02.2013,33001,32002,32002,32002,32002,32002
04.02.2013,33001,32002,32002,32002,32002,32002
03.02.2013,43002,43002,43002,33001,33001,33001
02.02.2013,33001,32002,32002,32002,32002,32002
01.02.2013,32002,32002,32002,22104,22104,32002
31.01.2013,32002,32002,32002,32002,32002,32002
30.01.2013,33001,33001,33001,33001,33001,33001
29.01.2013,31010,31010,31010,31002,31002,31002
28.01.2013,21002,21002,21002,21002,21002,21002
27.01.2013,21002,21002,21002,21002,21002,21002
26.01.2013,21002,11001,21002,11001,11001,21002
25.01.2013,21002,11001,21002,11001,11001,21002
24.01.2013,21002,21002,21002,11001,11001,21002
23.01.2013,21002,21002,21002,21002,11001,21002
22.01.2013,21002,21002,21002,21002,11001,21002
21.01.2013,22001,21002,21002,21002,21002,21002
20.01.2013,32010,32010,32010,32010,32010,32010
19.01.2013,22104,22104,32002,22104,22104,22104
18.01.2013,33001,33001,33001,33001,33001,33001
17.01.2013,22113,22113,22113,22113,22113,22113
16.01.2013,21002,21002,21002,21002,21002,21002
15.01.2013,21002,21002,21002,21002,21002,21002
14.01.2013,31002,31002,31002,31002,31002,31002
13.01.2013,31002,31002,31002,31002,31002,31002
12.01.2013,31002,31002,31002,31002,31002,31002
11.01.2013,31002,21100,21100,21002,21002,31002
10.01.2013,21002,21002,21002,21002,21002,31002
09.01.2013,22001,21002,21002,21002,22001,32002
08.01.2013,22001,22001,22001,22001,22001,32002
07.01.2013,32002,32002,32002,32002,32002,42002
06.01.2013,32002,32002,32002,32002,32002,32002
05.01.2013,32002,31002,31002,31002,31002,32100
04.01.2013,21100,21100,21100,21100,21100,31002
03.01.2013,21002,21002,21002,11001,11001,11001
02.01.2013,21002,21002,21002,21002,21002,21002
01.01.2013,21002,21002,21002,21002,21002,21002
31.12.2012,21010,21002,21002,21002,21002,21002
30.12.2012,21002,21002,21002,21002,21002,21002
29.12.2012,21010,21010,21010,21010,21010,21010
28.12.2012,32002,32002,32002,32002,32002,32002
27.12.2012,22104,21100,21100,21002,21002,21002
26.12.2012,22001,22001,22001,22001,22001,22001
25.12.2012,22001,22001,22001,22001,22001,22001
24.12.2012,33001,33001,33001,33001,33001,33001
23.12.2012,44001,43002,43002,33001,33001,43002
22.12.2012,32002,31002,31002,31002,31002,31002
21.12.2012,32002,31002,31002,21002,21002,21002
20.12.2012,22001,21002,21002,21002,21002,21002
19.12.2012,22001,22001,21002,21002,21002,21002
18.12.2012,32002,22001,21002,21002,21002,21002
17.12.2012,22001,22001,22001,22001,22001,22001
16.12.2012,22001,22001,22001,22001,22001,22001
15.12.2012,33001,32002,32002,32002,32002,32002
14.12.2012,33001,32002,32002,32002,32002,32002
13.12.2012,33001,32002,32002,32002,32002,32002
12.12.2012,33001,32002,32002,32002,32002,32002
11.12.2012,43002,32002,32002,32002,32002,32002
10.12.2012,32002,32002,32002,32002,31002,31002
09.12.2012,22001,21002,21002,21002,21002,21002
08.12.2012,22001,21002,21002,21002,21002,21002
07.12.2012,32002,32002,32002,21002,21002,21002
01.05.2012,12002,11015,11015,11015,11015,11015
30.04.2012,12002,11015,11015,11015,11015,11015
29.04.2012,22001,22001,22001,22001,22001,22001
28.04.2012,23002,23002,23002,33001,33001,23002
27.04.2012,23002,23002,23002,33001,33001,23002
26.04.2012,23002,22001,22001,22001,22001,22001
25.04.2012,32010,32010,32010,32010,22113,22113
24.04.2012,21010,21010,31010,21010,21010,31010
23.04.2012,21002,21002,21002,11001,11001,21002
22.04.2012,22001,22001,22001,22001,22001,22001
21.04.2012,22001,22001,22001,22001,22001,22001
20.04.2012,22001,22001,22001,22001,22001,22001
19.04.2012,21010,21010,21010,21010,21010,21010
18.04.2012,21010,21010,21010,21010,21010,21010
17.04.2012,22001,22001,33001,33001,22001,22001
16.04.2012,22001,22001,22001,22001,22001,22001
15.04.2012,11015,11015,11015,11015,11015,11015
14.04.2012,11015,11015,11015,11015,11015,11015
13.04.2012,12002,12002,12002,12002,12002,12002
12.04.2012,12002,11015,11015,11015,11015,11015
11.04.2012,12002,11015,11015,11015,11015,11015
10.04.2012,11015,11015,11015,11015,11015,11015
09.04.2012,22001,22001,22001,22001,22001,22001
08.04.2012,12002,11001,11001,11001,11001,11001
07.04.2012,12002,12002,22001,12002,12002,12002
06.04.2012,12002,12002,12002,12002,12002,12002
05.04.2012,12002,12002,12002,12002,12002,12002
04.04.2012,11015,11015,11015,11015,11015,21010
03.04.2012,12002,12002,11015,11015,11015,21010
02.04.2012,11001,11001,11001,11001,11001,21002
01.04.2012,12002,12002,12002,12002,12002,22001
31.03.2012,12002,12002,12002,22001,22001,22001
30.03.2012,12002,12002,22001,22001,23002,33001
29.03.2012,12002,12002,12002,12002,12002,12002
28.03.2012,11015,11015,11015,11015,11015,11015
27.03.2012,11015,11015,11015,11015,11015,11015
26.03.2012,11015,11015,11015,11015,11015,11015
25.03.2012,11015,11015,12002,12002,12002,12002
24.03.2012,11015,11015,11015,11015,11015,11015
23.03.2012,12010,12002,12002,12002,12002,12002
22.03.2012,11015,11015,11015,11015,11015,11015
21.03.2012,22015,22015,22015,22015,22015,22015
20.03.2012,22015,22015,22015,22015,22015,22015
19.03.2012,22001,22001,22001,22001,22001,22001
18.03.2012,22015,22015,22015,22015,22015,22015
17.03.2012,23002,23002,23002,23002,23002,23002
16.03.2012,23002,23002,23002,23002,23002,23002
15.03.2012,23002,23002,23002,23002,23002,23002
14.03.2012,22015,22015,22015,22015,22015,22015
13.03.2012,22015,22015,22015,22015,22015,22015
12.03.2012,22001,21010,21010,21010,21010,21010
11.03.2012,21010,21010,21010,21010,21010,21010
10.03.2012,21010,21010,21010,21010,21010,21010
09.03.2012,21110,21110,21110,21110,21110,21110
08.03.2012,11104,11104,11104,11104,11104,11104
07.03.2012,11015,11015,11015,11015,11015,11015
06.03.2012,11015,11015,11015,11015,11015,11015
05.03.2012,12002,12002,12002,12002,12002,12002
04.03.2012,12002,12002,12002,12002,12002,12002
03.03.2012,22015,22015,22015,22015,22015,22015
02.03.2012,22015,22015,22015,22015,22015,22015
